Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,A,-10.375389,52.256091,1,"Cuas harbour, Dingle, Ireland (52.24N, 10.30W)",Argos,3,2,,2005; 2006,JUN; SEP,JUN; SEP,,OBS,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,B,-13.7201,44.6086,5,Off NW coast of Spain,Argos,2,2,,2005,SEP,OCT,,FEE,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,C,-20.2916,35.3822,5,350 km NE of Tenerife,Argos,2,2,,2005,NOV,NOV,,MIG,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,D,-28.061,9.4439,5,West African waters 400 km SSW of Cape Verde,Argos,2,2,,2005; 2006,DEC,APR,,OBS,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,E,-48.3135,38.3733,5,1300 km SE of Newfoundland,Argos,2,1,,2006,APR,JUL,,MIG,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,F,-15.2881,45.5816,5,"Bay of Biscay region (about 46-46.5 N, 15 W)",Argos,2,2,,2006,JUL,SEP,,FEE,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,G,-30.8939,13.0589,5,Cape Verde,Argos,2,2,,2006,DEC,DEC,,MIG,,,,
DECO,Leatherback,P2DDZNP4_Doyle_etal_2008_Deco,P2DDZNP4,T,H,-44.7905,3.9202,5,"700 km from Yalimapo Beach, French Guiana",Argos,2,1,,2007,FEB,(UNK),,MIG,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,MR,A,-70,41,1,"Massachusetts coast (41 N, 70W)",Argos; flipper; PIT,21,2,,2007; 2008; 2009,JUL; AUG; SEP; OCT,JUL; AUG; SEP; OCT,,OBS,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,T,A,-70,41,1,"Massachusetts coast (41 N, 70W)",Argos; flipper; PIT,21,2,,2007; 2008; 2009,JUL; AUG; SEP; OCT,JUL; AUG; SEP; OCT,,OBS,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,T,B,-56,20,10,Tropical Atlantic,Argos,16,4,,2007; 2008; 2009,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,T,C,-62.7814,12.0893,10,Caribbean and Guianas coastal regions,Argos,9,1,,2008; 2009,(UNK),(UNK),,BRE; FEE,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,T,D,-70,40,5,NW Atlantic Shelf,Argos,2,1,,2009,MAY,AUG,,OBS,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,T,E,-62.7179,32.4155,10,Subtropical Atlantic,Argos,4,1,,2007; 2008; 2009,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,PFVPP752_Dodge_etal_2014_DECO,PFVPP752,T,F,-65.4007,39.9804,10,Gulf Stream region,Argos,2,1,,2008,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,PJ9WZKIM_James_etal_2006_Deco,PJ9WZKIM,O,A,-62,43,10,North of 38N,Sightings,,,,1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,MR,A,-61.2381,15.2955,1,"Rosalie Beach, Dominica, West Indies",Argos; Flipper,3,10,,2007,MAY; JUN,MAY; JUN,,NES,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,T,A,-61.2381,15.2955,1,"Rosalie Beach, Dominica, West Indies",Argos; Flipper,3,10,,2007,MAY; JUN,MAY; JUN,,NES,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,T,B,-61.15,15.4,1,Waters near the east coast of Dominica,Argos,3,4,,2007,MAY,MAY,,OBS,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,T,C,-61.5,15.5,1,Caribbean Sea about 50 km west of Dominica,Argos,2,2,,2007,MAY,JUN,,OBS,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,T,D,-61.25,17,1,Waters about 200 km north of Dominica,Argos,2,2,,2007,MAY,JUN,,OBS,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,T,E,-57.8862,28.8621,5,"NE of Dominica, up to 1579 km",Argos,2,1,,2007,JUN,JUL,,MIG,,,,
DECO,Leatherback,PS47I3EB_Byrne_etal_2009_Deco,PS47I3EB,T,F,-25,50,5,"NE of Dominica, up to 4939 km, SW of Ireland",Argos,2,1,,2007,JUN,OCT,,MIG,,,,
DECO,Leatherback,RMGQ7NXH_Lutcavage_etal_2002_Deco,RMGQ7NXH,MR,A,-65.2854,18.331,1,"Playa Brava, Culebra, Puerto Rico",Argos; Flipper; PIT,4,2,,1998; 1999,MAY; JUN,MAY; JUN,,NES,,,,
DECO,Leatherback,RMGQ7NXH_Lutcavage_etal_2002_Deco,RMGQ7NXH,T,A,-65.2854,18.331,1,"Playa Brava, Culebra, Puerto Rico",Argos; Flipper; PIT,4,2,,1998; 1999,MAY; JUN,MAY; JUN,,NES,,,,
DECO,Leatherback,RMGQ7NXH_Lutcavage_etal_2002_Deco,RMGQ7NXH,T,B,-61.4,21.2,1,400 km NE of Culebra,Argos,2,1,,1998,JUN,JUN,,OBS,,,,
DECO,Leatherback,RMGQ7NXH_Lutcavage_etal_2002_Deco,RMGQ7NXH,T,C,-65.2252,18.4612,1,Coastal waters within 19 km of Culebra,Argos,3,1,,1999,MAY,JUN,,OBS,,,,
DECO,Leatherback,RNQWFNWE_Sherrill-Mix_etal_2008_Deco,RNQWFNWE,T,A,-60,47,5,Cape Breton region,Argos,13,1,,,SEP; OCT,(UNK),,MIG,,,,
DECO,Leatherback,RNQWFNWE_Sherrill-Mix_etal_2008_Deco,RNQWFNWE,T,B,-68,40.5,10,Mid-Atlantic Bight & Georges Bank (S of 44 N),Argos,16,1,,,JAN; SEP; OCT; NOV; DEC,(UNK),,MIG,,,,
DECO,Leatherback,RNQWFNWE_Sherrill-Mix_etal_2008_Deco,RNQWFNWE,T,C,-65,43,10,"Mid-Atlantic Bight, Georges Bank, Cape Breton, Nova Scotia region",Argos,28,2,,,JUL; AUG; SEP; (UNK),JAN; SEP; OCT; NOV; DEC,,FEE,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,I,A,132.55,-0.366667,1,"Jamursba-Medi, Papua Barat, Indonesia (-0.366667, 132.550000)",Argos; C; Flipper; N; PIT,14,2,2,2005; 2006; 2007; 2010,,,JUN; JUL; AUG,NES,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,MR,A,132.55,-0.366667,1,"Jamursba-Medi, Papua Barat, Indonesia (-0.366667, 132.550000)",Argos; C; Flipper; N; PIT,14,2,2,2007; 2010,JUN,JUN,,NES,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,T,A,132.55,-0.366667,1,"Jamursba-Medi, Papua Barat, Indonesia (-0.366667, 132.550000)",Argos; C; Flipper; N; PIT,14,2,2,2007; 2010,JUN,JUN,,NES,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,I,B,-140.0882,32.7518,10,"Eastern Pacific, within California Current Large Marine Ecosystem",Argos; C; N,6,1,1,,,,,FEE,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,T,B,-140.0882,32.7518,10,"Eastern Pacific, within California Current Large Marine Ecosystem",Argos; C; N,6,1,1,2007; 2010,(UNK),MAR; APR; JUL; NOV,,FEE,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,I,C,117.061393,8.757312,10,"Western Pacific, in Sulawesi, Sulu, and South China Sea and North Pacific Transitional Zone",Argos; C; N,9,1,1,,,,,FEE,,,,
DECO,Leatherback,SC4NTN7Q_Seminoff_etal_2012_Deco,SC4NTN7Q,T,C,130.4548,16.4169,10,"Western Pacific, in Sulawesi, Sulu, and South China Sea and North Pacific Transitional Zone",Argos; C; N,9,1,1,2007,(UNK),FEB; APR; JUN; AUG; SEP; OCT,,FEE,,,,
DECO,Leatherback,SWBVEUSV_Casey_etal_2014_Deco,SWBVEUSV,MR,A,-60,47,1,"Northern Cape Breton Island, Nova Scotia (about 47 N, 60 W)",Argos; Flipper,8,1,,2009,AUG,SEP,,FEE,,,,
DECO,Leatherback,SWBVEUSV_Casey_etal_2014_Deco,SWBVEUSV,T,A,-60,47,1,"Northern Cape Breton Island, Nova Scotia (about 47 N, 60 W)",Argos; Flipper,8,1,,2009,AUG,SEP,,FEE,,,,
DECO,Leatherback,SWBVEUSV_Casey_etal_2014_Deco,SWBVEUSV,T,B,-59.5,46,5,Between 47 and 42 N,Argos,6,1,,2009,SEP,SEP; OCT,,MIG,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,MR,A,-41.7,-29.5,1,"High seas off Brazil, SW Atlantic (-29.5, -41.7)",Argos; flipper,2,1,,2005,JUN,JUN,,UNK,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,A,-41.7,-29.5,1,"High seas off Brazil, SW Atlantic (-29.5, -41.7)",Argos; flipper,2,1,,2005,JUN,JUN,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,MR,B,-44,-28.3,1,"High seas off Brazil, SW Atlantic (-28.3, -44.0)",Argos; flipper,2,1,,2006,JUL,JUL,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,B,-44,-28.3,1,"High seas off Brazil, SW Atlantic (-28.3, -44.0)",Argos; flipper,2,1,,2006,JUL,JUL,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,MR,C,-44.3,-28.2,1,"High seas off Brazil, SW Atlantic (-28.2, -44.3)",Argos; flipper,2,1,,2006,AUG,AUG,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,C,-44.3,-28.2,1,"High seas off Brazil, SW Atlantic (-28.2, -44.3)",Argos; flipper,2,1,,2006,AUG,AUG,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,MR,D,-56.7,-34.7,1,"Rio de la Plata estuary, Uruguay (-34.7, -56.7)",Argos; flipper,2,1,,2006,JUL,JUL,,FEE,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,D,-56.7,-34.7,1,"Rio de la Plata estuary, Uruguay (-34.7, -56.7)",Argos; flipper,2,1,,2006,JUL,JUL,,FEE,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,E,-25,-7,5,Oceanic waters off N Brazil,Argos,1,2,,2005,NOV,NOV,,MIG,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,F,-52.3697,-35.1947,5,Near Rio de la Plata estuary,Argos,1,1,,2006,APR,APR,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,G,-38.5,-20,5,Espirito Santo waters off Brazil,Argos,2,2,,2006,AUG,OCT,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,H,-56.3,-36.3,1,"Rio de la Plata estuary, Uruguay",Argos,2,1,,2006; 2007,DEC,MAR,,FEE,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,I,-44.4747,-26.5915,10,Brazilian oceanic and continental waters (-23 to -29 S),Argos,2,1,,2006; 2007,(UNK),JUL,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,J,-54,-43,10,Oceanic waters S of Rio de la Plata (-41 to -44 S),Argos,2,2,,2006; 2007,OCT,JAN,,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,K,-56.3,-36.3,5,Rio de la Plata estuary,Argos,2,2,,2007,FEB,MAY,,FEE,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,L,-40.2375,-21.5785,5,Waters off Rio de Janeiro and Espirito Santo,Argos,2,2,,2007,JUL,(UNK),,OBS,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,M,-56.3,-36.3,5,Rio de la Plata estuary,Argos,2,2,,2008,JAN,MAY,,FEE,,,,
DECO,Leatherback,T2TMKQBR_Lopez-Mendilaharsu_etal_2009_DECO,T2TMKQBR,T,N,-44,-25,1,Waters SW of Rio de Janiero,Argos,2,1,,2008,MAY,JUL,,OBS,,,,
DECO,Leatherback,TEPHHRWP_Witt_etal_2011_Deco,TEPHHRWP,T,A,8.9752,-1.4945,5,"Pongara National Park, Gabon; Mayumba National Park, Gabon",Argos,26,3,,2006; 2008; 2009; 2010,(UNK),(UNK),,NES,,,,
DECO,Leatherback,TEPHHRWP_Witt_etal_2011_Deco,TEPHHRWP,T,B,-13.5229,-6.4134,10,Equatorial Atlantic habitats,Argos,16,1,,,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,TEPHHRWP_Witt_etal_2011_Deco,TEPHHRWP,T,C,-45.1481,-31.2113,10,"Temperate habitats off South America (mainly Brazil, Uruguay, and Argentina)",Argos,6,1,,,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TEPHHRWP_Witt_etal_2011_Deco,TEPHHRWP,T,D,15.5492,-35.5455,5,Temperate habitats off southern Africa,Argos,3,1,,,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TFAR9IJZ_Department_of_Fisheries_and_Oceans_2012_Deco,TFAR9IJZ,T,A,-81.273112,30.811111,10,NW Atlantic nesting beach,Argos,6,,3,2001; 2002; 2005; 2006,JUN; JUL; NOV,JUN; JUL; NOV,,NES,,,,
DECO,Leatherback,TFAR9IJZ_Department_of_Fisheries_and_Oceans_2012_Deco,TFAR9IJZ,T,B,-60,47,1,"Cape Breton Island field site (47N, 60W)",Argos,31,,3,1999; 2000; 2001; 2002; 2003; 2004; 2009,AUG; SEP,AUG; SEP,,OBS,,,,
DECO,Leatherback,TFAR9IJZ_Department_of_Fisheries_and_Oceans_2012_Deco,TFAR9IJZ,T,C,-64,44,1,"Halifax area field site (44N, 64W)",Argos,36,,3,2001; 2003; 2008; 2009,JUL; AUG,JUL; AUG,,OBS,,,,
DECO,Leatherback,TFAR9IJZ_Department_of_Fisheries_and_Oceans_2012_Deco,TFAR9IJZ,T,D,-65,41.5,10,Georges Bank,Argos,28,,3,2001; 2002; 2003; 2004; 2006; 2008; 2009,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TFAR9IJZ_Department_of_Fisheries_and_Oceans_2012_Deco,TFAR9IJZ,T,E,-60.5,47,10,Southern Gulf of St. Lawrence,Argos,51,,3,1999; 2000; 2001; 2002; 2003; 2004; 2008; 2009,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TFAR9IJZ_Department_of_Fisheries_and_Oceans_2012_Deco,TFAR9IJZ,T,F,-55,46.75,5,Placentia Bay,Argos,10,,3,1999; 2000; 2003; 2005; 2006; 2008; 2009,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,MR,A,-80.5244,28.0017,1,"Archie Carr National Wildlife Refuge, FL",Argos; flipper; PIT,8,16,,2000; 2001; 2002; 2003,MAY; JUN; JUL,MAY; JUN; JUL,,NES,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,A,-80.5244,28.0017,1,"Archie Carr National Wildlife Refuge, FL",Argos; flipper; PIT,8,16,,2000; 2001; 2002; 2003,MAY; JUN; JUL,MAY; JUN; JUL,,NES,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,MR,B,-80.0551,26.8876,1,"Juno Beach, Florida",Argos; flipper; PIT,4,8,,2002; 2003,MAY; JUN,MAY; JUN,,NES,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,B,-80.0551,26.8876,1,"Juno Beach, Florida",Argos; flipper; PIT,4,8,,2002; 2003,MAY; JUN,MAY; JUN,,NES,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,C,-80.524,28.4485,5,"2-60 km offshore of Cape Canaveral, 100 km N-S",Argos,10,16,,2000; 2001; 2002; 2003,MAY; JUN; JUL,MAY; JUN; JUL,,OBS,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,D,-76.6814,34.5561,10,North American continental shelf,Argos,5,2,,2000; 2001; 2002,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,E,-20.637,19.4163,5,between Cape Verde Island and Mauritania,Argos,2,2,,2001,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,F,-9.0123,2.3401,5,300 km off coast of Liberia,Argos,2,1,,2001,(UNK),AUG,,OBS,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,G,-60.4923,47.2493,5,"North of Cape Breton, Nova Scotia, Canada",Argos,2,2,,2001,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,H,-52,12,5,"12 N, 52 W",Argos,2,1,,2001,(UNK),JAN,,FEE,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,I,-66.5,37.5,5,"65-70 W, east of US",Argos,2,1,,2001,(UNK),JUN,,OBS,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,J,-65,41,5,"about 41 N, 65 W, south of Canada",Argos,2,2,,2001,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,K,-70,40,5,"about 40 N, 70 W, off US east coast",Argos,2,1,,2001,(UNK),SEP,,OBS,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,L,-52.5917,40.607,5,Pelagic waters off US east coast,Argos,3,3,,2002; 2003,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,TTP83SBJ_Eckert_etal_2006_Deco,TTP83SBJ,T,M,-75.1565,35.5881,5,North American continental shelf,Argos,3,1,,2002; 2003,(UNK),JUN,,FEE,,,,
DECO,Leatherback,UPEBRKKM_Okuyama_etal_2016_Deco,UPEBRKKM,T,A,132.33,-0.22,1,"Papua Barat, Indonesia beaches; Jamursba-Medi; Wermon",Argos,11,1,,2006; 2007; 2010,(UNK),(UNK),,NES,,,,
DECO,Leatherback,UPEBRKKM_Okuyama_etal_2016_Deco,UPEBRKKM,T,B,158.1265,-7.9479,5,Solomon Islands beaches; Litoghahira; Sasakolo; Santa Isabel Island,Argos,7,1,,2006; 2007; 2010,(UNK),(UNK),,NES,,,,
DECO,Leatherback,UPEBRKKM_Okuyama_etal_2016_Deco,UPEBRKKM,T,C,131.9021,0.4817,5,coastal waters north of Papua Barat,Argos,11,1,,2006; 2007; 2010,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,UPEBRKKM_Okuyama_etal_2016_Deco,UPEBRKKM,T,D,158.9695,-12.8213,5,coastal waters south of Solomon Islands,Argos,7,1,,2006; 2007; 2010,(UNK),(UNK),,OBS,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,A,-85.8383,10.3167,1,"Playa Grande, Costa Rica",Argos,55,1,,1992; 1993; 1994; 1995; 2004; 2005; 2006; 2007,(UNK),(UNK),,NES,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,B,-102.8797,18.1236,1,"Mexiquillo, Mexico",Argos,13,1,,1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003,(UNK),(UNK),,NES,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,C,-96.5603,15.7636,5,"Cauhitan, Mexico",Argos,13,1,,1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003,(UNK),(UNK),,NES,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,D,-96.8077,15.744,1,"Agua Blanco, Mexico",Argos,3,1,,1993; 1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003,(UNK),(UNK),,NES,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,E,-121.808,36.6933,5,"California coast, USA",Argos,18,1,,2004; 2005; 2006; 2007,(UNK),(UNK),,FEE,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,F,132.602,-0.3581,5,"Jamursba-Medi, Indonesia",Argos,34,1,,2004; 2005; 2006; 2007,(UNK),(UNK),,NES,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,G,132.6475,-0.3646,5,"Wermon, Indonesia",Argos,6,1,,2004; 2005; 2006; 2007,(UNK),(UNK),,NES,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,H,-101.3486,-16.1667,10,SE and E tropical Pacific,Argos,81,4,,,(UNK),(UNK),,FEE; MIG,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,I,151.1375,-3.069,5,Western Pacific N of Papua New Guinea,Argos,18,1,,,(UNK),(UNK),,MIG,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,J,-131.9595,36.88,10,Eastern Pacific off US west coast,Argos,34,1,,,(UNK),(UNK),,FEE; MIG,,,,
DECO,Leatherback,V85HHHHW_Bailey_etal_2012_Deco,V85HHHHW,T,K,154.1391,-30.4168,10,East Australian coast,Argos,6,1,,,(UNK),(UNK),,FEE; MIG,,,,
DECO,Leatherback,V8W5H43D_Luschi_etal_2003_Deco,V8W5H43D,T,A,32.8667,-27.0333,1,"Maputaland Marine Reserve, South Africa",Argos,4,1,,1996; 1999,JAN,JAN,,NES,,,,
DECO,Leatherback,V8W5H43D_Luschi_etal_2003_Deco,V8W5H43D,T,B,28.8251,-36.2759,5,Agulhas Current,Argos,4,2,,1996; 1999,FEB,JUL; (UNK),,FEE,,,,
DECO,Leatherback,V8W5H43D_Luschi_etal_2003_Deco,V8W5H43D,T,C,13.5867,-29.375,5,South Atlantic Ocean via the Benguela Current,Argos,2,1,,1996,JUL,(UNK),,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,A,-90,25,10,Gulf of Mexico,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,B,-41,45,10,Northeast Distant,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,C,-75,16,10,Caribbean,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,D,-77,28,5,Florida East Coast,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,E,-75,38,5,Mid-Atlantic Bight,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,F,-66,42,10,Northeast Coastal,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,G,-79,32,5,South Atlantic Bight,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,H,-72,29,10,Sargasso,microsatellite,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,I,-90.8552,27.1574,10,Gulf of Mexico,mtDNA,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,J,-47.9459,44.9419,10,Northeast Distant,mtDNA,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,K,-73.7366,20.081,5,Caribbean,mtDNA,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,L,-78.3514,28.6762,5,Florida East Coast,mtDNA,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,M,-73.513,37.9973,5,Mid-Atlantic Bight,mtDNA,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
DECO,Leatherback,WDR6IREI_Stewart_etal_2016_Deco,WDR6IREI,G,N,-68.8004,40.9775,5,Northeast Coastal,mtDNA,,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012,,,JAN,OBS,,,,
