Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,,,,
THOR,Pacific Bluefin Tuna,UNSHM7PX_Kitagawa_etal_2009_THOR,UNSHM7PX,T,A,127.74219,33.151978,5,"Tsushima Island, East China Sea",Argos,1,1,,1996,NOV,MAY,,OBS,,,,,,,
THOR,Pacific Bluefin Tuna,UNSHM7PX_Kitagawa_etal_2009_THOR,UNSHM7PX,T,B,140.1519,34.78664,5,Kuroshio Oyashio,Argos,1,2,,1997,MAY,NOV,,OBS,,,,,,,
THOR,Pacific Bluefin Tuna,UNSHM7PX_Kitagawa_etal_2009_THOR,UNSHM7PX,T,C,-122.2041,34.30915,10,Eastern Pacific,Argos,1,1,,1998,JAN,AUG,,FEE; OBS,,,,,,,
THOR,Pacific Bluefin Tuna,V38DU79S_Kitagawa_etal_2006_Thor,V38DU79S,T,A,129.2707,34.33751,1,"Tsushima Island, Japan (26-37 N, 123-133 E)",ARCHIVAL TAG,168,,,1996; 1997; 1998,JAN,JAN; FEB; MAR; APR; MAY; JUN; (UNK),,FEE,,,,,,,
THOR,Pacific Bluefin Tuna,V9ISPFT3_Domeier_etal_2005_THOR,V9ISPFT3,T,A,-116.4356,30.66721,5,"northern Baja California, Mexico",PSAT,19,,3,2002; 2003,AUG,NOV; (UNK),,OBS,,,,,,,
THOR,Pacific Bluefin Tuna,V9ISPFT3_Domeier_etal_2005_THOR,V9ISPFT3,T,B,-127.56589,42.354697,5,Oregon,PSAT,2,,2,2002; 2003,NOV,NOV,,OBS,,,,,,,
THOR,Pacific Bluefin Tuna,V9ISPFT3_Domeier_etal_2005_THOR,V9ISPFT3,T,C,-113.3842,26.20788,5,Coastal Bight between northern Punta Eugenia and southern Cabo San Lazaro,PSAT,3,,3,2002; 2003,JAN,JUN,,OBS,,,,,,,
THOR,Pacific Bluefin Tuna,V9ISPFT3_Domeier_etal_2005_THOR,V9ISPFT3,T,D,-122.8455,37.54488,5,San Francisco,PSAT,1,,2,2002; 2003,NOV,NOV,,OBS,,,,,,,
THOR,Pacific Bluefin Tuna,ZK2WC6HD_Kitagawa_etal_2002a_THOR,ZK2WC6HD,T,A,129.3284,34.14194,5,"East China Sea (30.00, 125.00)/Tsushima Island (34.416, 129.333)",Argos,106,,,1995; 1996,NOV; DEC,MAR; APR; (UNK),,WIN,,,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,A,-65.063328,34.658495,10,offshore U.S. east coast,UNK (Mark-recapture),767,,,1994; 1995,(UNK),(UNK),,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,B,-77.736864,31.753666,5,north Florida and Carolina waters,UNK (Mark-recapture),97,,2,1994; 1995,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,C,-71.948901,40.994761,1,"Montauk, NY",UNK (Mark-recapture),1,,1,1990,SEP,SEP,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,D,2.267059,41.265445,1,"Barcelona, Spain (Mediterranean Sea)",UNK (Mark-recapture),1,,1,1994,MAY,MAY,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,E,-70.20226,38.366996,5,northeast U.S. waters,UNK (Mark-recapture),9,,4,1994; 1995,(UNK),(UNK),,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,F,-77.821976,30.510798,5,southeast U.S. waters,UNK (Mark-recapture),10,,3,1994; 1995,(UNK),(UNK),,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,G,-22,42,10,Eastern Atlantic Ocean,UNK (Mark-recapture),2,,1,1994; 1995,(UNK),(UNK),,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,H,-67.48,36.17,10,Western Atlantic Ocean,UNK (Mark-recapture),8,,5,1994; 1995,(UNK),(UNK),,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,I,-91.196696,28.383974,5,Louisiana waters,UNK (Mark-recapture),1,,1,1994; 1995,(UNK),(UNK),,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,J,-74.048187,40.579677,1,New York U.S. waters,UNK (Mark-recapture),1,,1,1994; 1995,SEP,SEP,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,58MF2BAU_Jones_1996_Thth,58MF2BAU,MR,K,-3.704224,45.522179,5,Bay of Biscay,UNK (Mark-recapture),1,,1,1994; 1995,JUL,JUL,,OBS,"General wague location, even though figure19 is listed in lit-review, it is not the figure for these locations ",,,,,,
THTH,Atlantic Bluefin Tuna,5CT4KIBU_Stokesbury_etal_2011_Thth,5CT4KIBU,T,A,-60.629,45.012,1,"Gulf of St. Lawrence (45.012, -60.629)",SATELLITE TAG (ARGOS),59,1,,2010; 2011,AUG; SEP,JAN; SEP; OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,5CT4KIBU_Stokesbury_etal_2011_Thth,5CT4KIBU,T,B,-61.75,43.06,1,"South of Nova Scotia (43.060, -61.750)",SATELLITE TAG (ARGOS),2,1,,2010; 2011,AUG; SEP,SEP; OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,A,13.3,44.45,1,"Adriatic Sea (San Benedetto del Tronto, Porto Barricata); (GR; 44.45N, 13.3E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),10,5,,2009; 2010; 2011,MAY; JUL; AUG; SEP,MAY; SEP; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,B,3.013537,39.9555,1,"Balearic Islands (Port of Pollenca, Majorca, Spain); (GR; 44.12N; 3.21 E, 1 deg radius)",ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL (PSAT),11,1,,2008; 2009; 2010; 2011,MAY; AUG; (UNK),SEP; (UNK),,BRE; FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,C,1.26,40.37,10,"Eastern Spanish coast (Roses, Llanca, Moraira, and Algeciras); (GR; 40.37N, 1.26E, 10 deg radius)",ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL (PSAT),13,6,,2008; 2009; 2010; 2011,AUG; SEP; (UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,D,9.18,41.31,1,"Strait of Bonifacio (between Corsica and Sardinia); (GR; 41.31N, 9.18E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),12,3,,2000; 2001,SEP; (UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,E,14.29,39.35,1,"Tyrrhenian Sea; (GR; 39.35N, 14.29E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),5,5,,2002; 2009,NOV; (UNK),JAN; DEC; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,F,12.13,36.8,1,"Strait of Sicily; (GR; 36.8N, 12.13 E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),5,6,,2012,JAN; (UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,G,18.1,32.8,1,"Northern Libya; (GR; 32.8N, 18.1E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),4,4,,2009; 2011; 2012,JAN; FEB; JUN,MAR; (UNK),,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,7CI3RBWI_Cermeno_etal_2015_Thth,7CI3RBWI,T,H,3.83,37.19,5,"Northern Algeria; (GR; 37.19N, 3.83 E, 5 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),4,2,,2008; 2011,(UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,A,-76,34.5,10,"Offshore Cape Lookout, North Carolina (34.5N, -76.0W); (GR; 34.5N, -76.0W, 10 deg radius)",ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL (PSAT),36,9,,1999; 2001; 2002; 2003; 2004,JAN; FEB,(UNK),,FEE; WIN,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,B,-69,41.1,5,"Gulf of Maine (41.1N, -69 W); (GR; 41.1N, -69 W, 5 deg radius)",ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL (PSAT),20,3,,2000; 2001; 2002; 2003; 2004; 2005,JUL; (UNK),JUN; JUL; AUG; SEP; OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,C,-63,43.5,5,"Canadian Shelf (includes Scotian Shelf, Cabot Strait, and waters off southern Newfoundland); (GR; 43.5N, -63W, 5 deg radius)",ARCHIVAL TAG; POP-UP SATELLITE ARCHIVAL (PSAT),5,3,,2003; 2005,JUL; (UNK),OCT; NOV,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,D,-60,39,10,"Offshelf waters beyond Gulf of Maine and Canadian shelf; (GR; 39N, -60W, 10 deg radius)",ARCHIVAL TAG,2,3,,2004,APR; NOV,JUL; NOV,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,E,-5.7,36,1,"Near Strait of Gibraltar; (GR; 36N, -5.7W, 1 deg radius)",ARCHIVAL TAG,3,1,,2004; 2007,(UNK),MAY; NOV,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,F,17,36,5,"Central Mediterranean; (GR; 36N, 17E, 5 deg radius)",ARCHIVAL TAG,4,1,,2001; 2006,(UNK),JUN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,G,-18,33.2,5,"Eastern Atlantic; (GR; 33.2N, -18W, 5 deg radius)",ARCHIVAL TAG,4,1,,2000; 2001; 2006,(UNK),FEB; APR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,H,-33.4,45.5,5,"Central Atlantic Ocean; (GR; 45.5N, -33.4W, 5 deg radius)",ARCHIVAL TAG,4,1,,2004,(UNK),JUN; DEC,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,I,-94.18,26.35,1,"Western Gulf of Mexico (26.35N, -94.18W); (GR; 26.35N, -94.18W, 1 deg radius)",ARCHIVAL TAG,2,1,,2008,(UNK),MAR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,7V9AHMJ9_Lawson_etal_2010_Thth,7V9AHMJ9,T,J,-21.3,58.55,1,"Northeast Atlantic (58.55N, -21.3 W); (GR; 58.55N, -21.3W, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2002,(UNK),SEP,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,85ITRFMB_Walli_etal_2009_Thth,85ITRFMB,T,A,-76.3,34.5,1,"Morehead City, North Carolina (34.5 N, -76.3 W)",ARCHIVAL TAG,282,5,,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006,JAN; FEB; MAR; DEC; (UNK),MAR; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,85ITRFMB_Walli_etal_2009_Thth,85ITRFMB,T,B,-8.57,36.18,10,Iberian Peninsula (from 45 N to 35 S),ARCHIVAL TAG,12,2,,1997; 1999; 2000; 2001; 2002; 2003; 2004; 2005,MAY; (UNK),APR; MAY; JUL; NOV,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,85ITRFMB_Walli_etal_2009_Thth,85ITRFMB,T,C,-35.88,45.15,10,North Western Corner,ARCHIVAL TAG,8,4,,1997; 1998; 1999; 2000; 2003; 2004,FEB; JUL; (UNK),MAY; JUN; OCT; DEC; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,85ITRFMB_Walli_etal_2009_Thth,85ITRFMB,T,D,-76.87,25.48,10,Northern Caribbean,ARCHIVAL TAG,6,3,,1997; 1999; 2003; 2004,JAN; (UNK),FEB; APR; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,85ITRFMB_Walli_etal_2009_Thth,85ITRFMB,T,E,-68.46,41.78,5,New England and Nova Scotia,ARCHIVAL TAG,33,2,,1997; 1998; 1999; 2000; 2002; 2003; 2004; 2005,MAR; (UNK),JUL; AUG; SEP; OCT; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,85ITRFMB_Walli_etal_2009_Thth,85ITRFMB,T,F,16.39,35.64,10,Mediterranean Sea,ARCHIVAL TAG,10,2,,1997; 1999; 2001; 2003; 2004; 2005; 2006,JUL; (UNK),MAY; JUN; OCT; NOV,,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,8NJRJNXG_Lutcavage_etal_2001_Thth,8NJRJNXG,T,A,-67.4,42.06,5,Gulf of Maine,POP-UP SATELLITE ARCHIVAL TAG (PSAT),80,2,,1997; 1998; 1999,JUL; AUG; SEP; OCT; (UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,8NJRJNXG_Lutcavage_etal_2001_Thth,8NJRJNXG,T,B,-43.28,37.79,10,North Central Atlantic,POP-UP SATELLITE ARCHIVAL TAG (PSAT),7,1,,1999; 2000,(UNK),MAR; APR; MAY; JUN; SEP; DEC,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,8NJRJNXG_Lutcavage_etal_2001_Thth,8NJRJNXG,T,C,-54.7,33,10,Central Atlantic (Near latitude of Bermuda),POP-UP SATELLITE ARCHIVAL TAG (PSAT),6,1,,1999; 2000,(UNK),APR; JUN; SEP; DEC,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,8NJRJNXG_Lutcavage_etal_2001_Thth,8NJRJNXG,T,D,-21.36,54.63,1,North East Atlantic,POP-UP SATELLITE ARCHIVAL TAG (PSAT),2,1,,2000,(UNK),APR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,8NJRJNXG_Lutcavage_etal_2001_Thth,8NJRJNXG,T,E,-74.7,27.7,10,Northern Caribbean,POP-UP SATELLITE ARCHIVAL TAG (PSAT),5,3,,2000,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,9U35B7MV_Hazen_etal_2016_Thth,9U35B7MV,T,A,-58.8,45.9,5,"Gulf of St. Lawrence (off of Cape Breton Island, Nova Scotia); (GR; 45.9 N, -58.8 W, 5 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),126,1,,2008; 2009; 2010; 2011; 2012; 2013; 2014,(UNK),(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,9U35B7MV_Hazen_etal_2016_Thth,9U35B7MV,T,B,-89.5,26.1,10,"Gulf of Mexico; (GR; 26.1 N, -89.5 W, 10 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),54,1,,2008; 2009; 2010; 2011; 2012; 2013; 2014,JAN; FEB; MAR; APR; MAY; NOV; DEC,JAN; FEB; MAR; APR; MAY; JUN; JUL; DEC,,BRE,,,,,,,
THTH,Atlantic Bluefin Tuna,ATM6BIDV_Lutcavage_etal_2000_Thth,ATM6BIDV,T,A,-69.3,41.175,1,Great S. Channel,GPS,4,,,1995; 1996,OCT,OCT,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,ATM6BIDV_Lutcavage_etal_2000_Thth,ATM6BIDV,T,B,-70.25,41.75,1,Cape Cod Bay,GPS,2,1,,1997,AUG,AUG,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,ATM6BIDV_Lutcavage_etal_2000_Thth,ATM6BIDV,T,C,-70.3,42.4,1,Stellwagen Bank,GPS,7,1,,1996; 1997,AUG; SEP,AUG; SEP,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,D3W2WEWK_Marcek_etal_2016_Thth,D3W2WEWK,T,A,-69.31,40.9,5,Coastal Massachusetts,POP-UP SATELLITE ARCHIVAL (PSAT),2,,,2012,AUG; SEP,AUG; SEP; OCT; (UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,A,8.21,40.93,1,"Stintino (northern Sardinia, Italy)",POP-UP SATELLITE ARCHIVAL (PSAT),3,,2,1998,JUN,JUN,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,B,-5.9,36.15,1,Barbate (southern Spain),POP-UP SATELLITE ARCHIVAL (PSAT),32,,7,1998; 1999,JUL,JUL,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,C,24.16,40.16,1,near Chalkidiki in the northern Aegean Sea,POP-UP SATELLITE ARCHIVAL (PSAT),5,,1,1999,APR; DEC,APR; MAY; DEC,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,D,9.27,41.3,1,"Bonifacio (Corsica, France)",POP-UP SATELLITE ARCHIVAL (PSAT),12,,1,1999; 2000,SEP; NOV,MAR; JUL; SEP; NOV,,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,E,25.58,37.45,1,Greece,POP-UP SATELLITE ARCHIVAL (PSAT),7,,,2000,JAN; MAR,JAN; MAR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,F,-1.25,37.5,1,Puerto Mazaron,POP-UP SATELLITE ARCHIVAL (PSAT),15,,,2000,AUG,AUG,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,G,10.66,41.17,1,Tyrrhenian Sea,POP-UP SATELLITE ARCHIVAL (PSAT),2,,2,1998; 1999,MAR; JUN,MAR; JUN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,H,9.01,36.99,1,coast of North Africa,POP-UP SATELLITE ARCHIVAL (PSAT),2,,1,1998,JUN,JUN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,I,-19.06,30.68,1,Atlantic near Madeira,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1998,SEP,SEP,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,J,-29.67,20.27,1,Cape Verde Islands,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1999,JAN,JAN,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,K,-1.1,75.12,1,Greenland Sea,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1999,MAR,MAR,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,L,25.68,37.46,1,South Aegean Sea,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1999,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,M,-3.46,35.37,1,Strait of Gibraltar,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1998; 1999,SEP,SEP,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,N,-10.62,31.29,1,Canary Islands,POP-UP SATELLITE ARCHIVAL (PSAT),3,,1,1998; 1999,JAN; SEP; OCT,JAN; SEP; OCT,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,O,-3.78,35.62,1,Alboran Sea,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1998; 1999,AUG,AUG,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,494B38PB_DeMetrio_etal_2001_Thth,494B38PB,T,P,-11.24,35.33,1,Eastern Atlantic Ocean,POP-UP SATELLITE ARCHIVAL (PSAT),1,,1,1998; 1999,SEP,SEP,,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,E222TENN_De_Metrio_etal_2002_Thth,E222TENN,T,A,-3.9,36.5,5,"Southern Spain (includes Gibraltar and Cartagena); (GR; 36.5 N, -3.9W, 5 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),48,3,,1998; 1999; 2000,JUL; AUG,(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,E222TENN_De_Metrio_etal_2002_Thth,E222TENN,T,B,9.1,41.3,1,"Strait of Bonifacio; (GR; 41.3 N, 9.1 E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),26,,,1998; 1999; 2000,JUN; SEP,(UNK),,FEE,,,,,,,
THTH,Atlantic Bluefin Tuna,E222TENN_De_Metrio_etal_2002_Thth,E222TENN,T,C,24.2,39.8,1,"Aegean Sea; (GR; 39.8 N, 24.2 E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),13,,,2000,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,E222TENN_De_Metrio_etal_2002_Thth,E222TENN,T,D,-21,27.9,10,"Eastern Atlantic near NW coast of Africa; (GR; 27.9 N, -21 W, 10 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),6,1,,,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,E222TENN_De_Metrio_etal_2002_Thth,E222TENN,T,E,-19.48,60.114,1,"South Coast of Iceland (60.114 N, -19.480 W); (GR; 60.114 N, -19.480 W, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2000,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,E222TENN_De_Metrio_etal_2002_Thth,E222TENN,T,F,1.095,75.123,1,"Greenland Sea (75.123 N, 1.095 E); (GR; 75.123 N, 1.095 E, 1 deg radius)",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,,(UNK),(UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,EDVXVFQU_Gutenkunst_etal_2007_Thth,EDVXVFQU,T,A,-69.3,41.7,1,"Gulf of Maine; (GR; 41.7 N, -69.3 W, 1 deg radius)",ACOUSTIC/SONIC TAG (TELEMETRY),13,,,1995; 1996; 1997,(UNK),(UNK),,FEE; OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,A,-5.8,35.9,1,"Straits of Gibralter (35.9000, -5.8000)",POP-UP SATELLITE ARCHIVAL (PSAT),24,5,,2011,MAY; JUN,MAY; JUN; JUL; AUG; SEP; OCT; (UNK),,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,B,-0.2,37.1,1,"Balearic archipelago/Alboran Sea Spawning Grounds (37.1000, -0.2000)",POP-UP SATELLITE ARCHIVAL (PSAT),10,5,,2011,MAY; JUN,JUN; JUL; AUG; SEP; OCT,,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,C,12,39.3,1,"South Tyrrhenian Sea (39.3000, 12.0000)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2011,MAY,JUN,,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,D,27.5,33.95,5,Eastern Mediterranean (007 E),POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2011,JUN,JUL,,SPA,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,E,-35,50,10,"Atlantic Ocean (45-55.0000, -30 - -40.0000)",POP-UP SATELLITE ARCHIVAL (PSAT),3,2,,2011,MAY,AUG; SEP,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,F,-3.4,45.2,1,"Bay of Biscay (45.2000, -3.4000)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2011,JUN,SEP,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,G,-25,40,1,"Atlantic Ocean (40.0000, -25.0000)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2011,JUN,SEP,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,H,-23,31,1,"Atlantic Ocean (31.0000, -23.0000)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2011,MAY,JUN,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,GADDCHVH_Abascal_etal_2016_Thth,GADDCHVH,T,I,-11.3,35.4,1,"Southwest of Portugal (35.4000, -11.3000)",POP-UP SATELLITE ARCHIVAL (PSAT),1,1,,2011,MAY,JUL,,MIG,,,,,,,
THTH,Atlantic Bluefin Tuna,GWCWVCP4_de_Metrio_etal_1999_Thth,GWCWVCP4,T,A,8.21,40.93,1,"Stintino, Italy",POP-UP SATELLITE ARCHIVAL (PSAT),4,,,1998,JUN,JUN; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,GWCWVCP4_de_Metrio_etal_1999_Thth,GWCWVCP4,T,B,-5.9,36.15,1,"Barbate, Spain",POP-UP SATELLITE ARCHIVAL (PSAT),10,,,1998,JUL,AUG; (UNK),,OBS,,,,,,,
THTH,Atlantic Bluefin Tuna,PTAXJ4QE_Yamashita_and_Miyabe_2001_Thth,PTAXJ4QE,T,A,14.72,44.17,1,"Adriatic Sea near Croatia (44.17, 14.72)",ARCHIVAL TAG,63,,,1999; 2000,NOV,JAN; MAR; APR; JUN; DEC; (UNK),,OBS,,,,,,,
